,chin_x0,chin_y0,chin_x1,chin_y1,chin_x2,chin_y2,chin_x3,chin_y3,chin_x4,chin_y4,chin_x5,chin_y5,chin_x6,chin_y6,chin_x7,chin_y7,chin_x8,chin_y8,chin_x9,chin_y9,chin_x10,chin_y10,chin_x11,chin_y11,chin_x12,chin_y12,chin_x13,chin_y13,chin_x14,chin_y14,chin_x15,chin_y15,chin_x16,chin_y16,right_eyebrow_x0,right_eyebrow_y0,right_eyebrow_x1,right_eyebrow_y1,right_eyebrow_x2,right_eyebrow_y2,right_eyebrow_x3,right_eyebrow_y3,right_eyebrow_x4,right_eyebrow_y4,left_eyebrow_x0,left_eyebrow_y0,left_eyebrow_x1,left_eyebrow_y1,left_eyebrow_x2,left_eyebrow_y2,left_eyebrow_x3,left_eyebrow_y3,left_eyebrow_x4,left_eyebrow_y4,nose_x0,nose_y0,nose_x1,nose_y1,nose_x2,nose_y2,nose_x3,nose_y3,nose_x4,nose_y4,nose_x5,nose_y5,nose_x6,nose_y6,nose_x7,nose_y7,nose_x8,nose_y8,right_eye_x0,right_eye_y0,right_eye_x1,right_eye_y1,right_eye_x2,right_eye_y2,right_eye_x3,right_eye_y3,right_eye_x4,right_eye_y4,right_eye_x5,right_eye_y5,left_eye_x0,left_eye_y0,left_eye_x1,left_eye_y1,left_eye_x2,left_eye_y2,left_eye_x3,left_eye_y3,left_eye_x4,left_eye_y4,left_eye_x5,left_eye_y5,mouth_x0,mouth_y0,mouth_x1,mouth_y1,mouth_x2,mouth_y2,mouth_x3,mouth_y3,mouth_x4,mouth_y4,mouth_x5,mouth_y5,mouth_x6,mouth_y6,mouth_x7,mouth_y7,mouth_x8,mouth_y8,mouth_x9,mouth_y9,mouth_x10,mouth_y10,mouth_x11,mouth_y11,mouth_x12,mouth_y12,mouth_x13,mouth_y13,mouth_x14,mouth_y14,mouth_x15,mouth_y15,mouth_x16,mouth_y16,mouth_x17,mouth_y17,mouth_x18,mouth_y18,mouth_x19,mouth_y19,target
055.jpg,0.668604651,0.779069767,0.662790698,0.889534884,0.680232558,1,0.703488372,1.110465116,0.738372093,1.215116279,0.779069767,1.325581395,0.831395349,1.430232558,0.912790698,1.5,1.011627907,1.523255814,1.11627907,1.505813953,1.209302326,1.441860465,1.290697674,1.354651163,1.348837209,1.255813953,1.38372093,1.151162791,1.412790698,1.040697674,1.436046512,0.930232558,1.447674419,0.813953488,0.686046512,0.75,0.726744186,0.691860465,0.796511628,0.668604651,0.877906977,0.668604651,0.947674419,0.686046512,1.075581395,0.697674419,1.156976744,0.674418605,1.238372093,0.680232558,1.325581395,0.703488372,1.377906977,0.76744186,1.011627907,0.790697674,1.005813953,0.86627907,1,0.941860465,0.994186047,1.023255814,0.924418605,1.069767442,0.959302326,1.087209302,1,1.098837209,1.046511628,1.087209302,1.087209302,1.069767442,0.779069767,0.808139535,0.819767442,0.790697674,0.86627907,0.790697674,0.912790698,0.808139535,0.860465116,0.813953488,0.819767442,0.819767442,1.13372093,0.813953488,1.186046512,0.802325581,1.23255814,0.808139535,1.273255814,0.825581395,1.226744186,0.831395349,1.180232558,0.825581395,0.86627907,1.23255814,0.912790698,1.203488372,0.959302326,1.186046512,1,1.191860465,1.040697674,1.180232558,1.087209302,1.197674419,1.145348837,1.23255814,1.098837209,1.284883721,1.046511628,1.308139535,1.005813953,1.319767442,0.965116279,1.313953488,0.912790698,1.290697674,0.889534884,1.23255814,0.959302326,1.220930233,1,1.226744186,1.040697674,1.220930233,1.11627907,1.23255814,1.046511628,1.255813953,1.005813953,1.261627907,0.965116279,1.255813953,6
056.jpg,0.679558011,0.806629834,0.679558011,0.900552486,0.690607735,0.994475138,0.70718232,1.08839779,0.740331492,1.171270718,0.79558011,1.243093923,0.861878453,1.298342541,0.933701657,1.342541436,1.022099448,1.364640884,1.110497238,1.359116022,1.198895028,1.320441989,1.281767956,1.276243094,1.342541436,1.209944751,1.386740331,1.121546961,1.408839779,1.027624309,1.419889503,0.933701657,1.430939227,0.834254144,0.712707182,0.756906077,0.762430939,0.723756906,0.828729282,0.718232044,0.895027624,0.729281768,0.955801105,0.751381215,1.066298343,0.751381215,1.138121547,0.745856354,1.215469613,0.745856354,1.281767956,0.756906077,1.337016575,0.79558011,1.011049724,0.817679558,1.005524862,0.889502762,1,0.955801105,0.994475138,1.027624309,0.928176796,1.049723757,0.961325967,1.066298343,1,1.077348066,1.038674033,1.066298343,1.082872928,1.055248619,0.79558011,0.817679558,0.834254144,0.801104972,0.878453039,0.801104972,0.917127072,0.828729282,0.872928177,0.828729282,0.828729282,0.828729282,1.127071823,0.839779006,1.171270718,0.82320442,1.215469613,0.828729282,1.259668508,0.845303867,1.215469613,0.850828729,1.171270718,0.850828729,0.895027624,1.138121547,0.939226519,1.127071823,0.977900552,1.121546961,1.011049724,1.132596685,1.044198895,1.127071823,1.099447514,1.138121547,1.154696133,1.165745856,1.099447514,1.198895028,1.044198895,1.209944751,1.011049724,1.20441989,0.972375691,1.198895028,0.939226519,1.17679558,0.917127072,1.143646409,0.977900552,1.149171271,1.011049724,1.154696133,1.044198895,1.154696133,1.132596685,1.160220994,1.044198895,1.160220994,1.011049724,1.160220994,0.977900552,1.154696133,6
057.jpg,0.674157303,0.814606742,0.679775281,0.91011236,0.691011236,1,0.707865169,1.08988764,0.741573034,1.168539326,0.792134831,1.235955056,0.859550562,1.286516854,0.93258427,1.331460674,1.016853933,1.353932584,1.106741573,1.342696629,1.191011236,1.308988764,1.269662921,1.264044944,1.331460674,1.202247191,1.376404494,1.117977528,1.398876404,1.028089888,1.41011236,0.93258427,1.421348315,0.837078652,0.724719101,0.752808989,0.775280899,0.724719101,0.837078652,0.724719101,0.898876404,0.730337079,0.95505618,0.752808989,1.056179775,0.747191011,1.129213483,0.741573034,1.196629213,0.747191011,1.264044944,0.758426966,1.314606742,0.792134831,1.011235955,0.825842697,1.005617978,0.893258427,1,0.960674157,0.994382022,1.033707865,0.926966292,1.04494382,0.960674157,1.06741573,1,1.078651685,1.039325843,1.06741573,1.078651685,1.050561798,0.797752809,0.814606742,0.837078652,0.803370787,0.876404494,0.808988764,0.915730337,0.825842697,0.876404494,0.825842697,0.837078652,0.825842697,1.123595506,0.837078652,1.162921348,0.825842697,1.202247191,0.831460674,1.241573034,0.848314607,1.202247191,0.848314607,1.162921348,0.842696629,0.898876404,1.123595506,0.943820225,1.123595506,0.97752809,1.123595506,1.005617978,1.129213483,1.039325843,1.129213483,1.08988764,1.129213483,1.146067416,1.140449438,1.08988764,1.174157303,1.039325843,1.179775281,1.011235955,1.179775281,0.97752809,1.174157303,0.938202247,1.162921348,0.915730337,1.129213483,0.97752809,1.140449438,1.005617978,1.146067416,1.039325843,1.146067416,1.123595506,1.140449438,1.039325843,1.146067416,1.005617978,1.146067416,0.97752809,1.140449438,6
058.jpg,0.662983425,0.784530387,0.668508287,0.883977901,0.679558011,0.983425414,0.701657459,1.071823204,0.73480663,1.165745856,0.784530387,1.248618785,0.845303867,1.320441989,0.917127072,1.370165746,1,1.392265193,1.093922652,1.38121547,1.182320442,1.342541436,1.259668508,1.287292818,1.320441989,1.215469613,1.370165746,1.127071823,1.397790055,1.038674033,1.419889503,0.933701657,1.430939227,0.828729282,0.701657459,0.740331492,0.751381215,0.690607735,0.82320442,0.674033149,0.895027624,0.685082873,0.961325967,0.712707182,1.071823204,0.718232044,1.149171271,0.701657459,1.226519337,0.701657459,1.303867403,0.718232044,1.359116022,0.773480663,1.016574586,0.801104972,1.011049724,0.883977901,1,0.955801105,0.994475138,1.033149171,0.922651934,1.055248619,0.955801105,1.071823204,1,1.08839779,1.044198895,1.071823204,1.08839779,1.055248619,0.790055249,0.812154696,0.828729282,0.79558011,0.872928177,0.79558011,0.917127072,0.817679558,0.867403315,0.82320442,0.82320442,0.828729282,1.132596685,0.828729282,1.182320442,0.817679558,1.226519337,0.82320442,1.270718232,0.839779006,1.226519337,0.850828729,1.17679558,0.845303867,0.895027624,1.154696133,0.939226519,1.138121547,0.977900552,1.127071823,1.005524862,1.138121547,1.038674033,1.138121547,1.08839779,1.149171271,1.143646409,1.171270718,1.08839779,1.220994475,1.038674033,1.237569061,1.005524862,1.237569061,0.966850829,1.232044199,0.933701657,1.209944751,0.91160221,1.154696133,0.972375691,1.154696133,1.005524862,1.160220994,1.038674033,1.160220994,1.121546961,1.171270718,1.038674033,1.193370166,1.005524862,1.193370166,0.972375691,1.182320442,6
059.jpg,0.657142857,0.777142857,0.657142857,0.88,0.668571429,0.982857143,0.685714286,1.085714286,0.72,1.188571429,0.765714286,1.291428571,0.822857143,1.371428571,0.897142857,1.44,0.994285714,1.457142857,1.091428571,1.451428571,1.177142857,1.4,1.257142857,1.325714286,1.314285714,1.234285714,1.365714286,1.137142857,1.394285714,1.034285714,1.411428571,0.925714286,1.417142857,0.817142857,0.697142857,0.742857143,0.742857143,0.685714286,0.822857143,0.668571429,0.902857143,0.68,0.977142857,0.708571429,1.062857143,0.714285714,1.142857143,0.691428571,1.228571429,0.691428571,1.308571429,0.708571429,1.365714286,0.771428571,1.011428571,0.794285714,1.005714286,0.874285714,1,0.948571429,0.994285714,1.034285714,0.914285714,1.057142857,0.948571429,1.074285714,0.994285714,1.091428571,1.045714286,1.08,1.097142857,1.062857143,0.782857143,0.805714286,0.817142857,0.8,0.862857143,0.794285714,0.908571429,0.811428571,0.862857143,0.817142857,0.817142857,0.822857143,1.137142857,0.822857143,1.182857143,0.811428571,1.228571429,0.817142857,1.274285714,0.834285714,1.222857143,0.84,1.177142857,0.834285714,0.885714286,1.177142857,0.931428571,1.165714286,0.965714286,1.16,1,1.165714286,1.04,1.16,1.08,1.171428571,1.131428571,1.194285714,1.08,1.222857143,1.034285714,1.234285714,1,1.234285714,0.96,1.228571429,0.925714286,1.211428571,0.908571429,1.177142857,0.965714286,1.182857143,1,1.188571429,1.034285714,1.188571429,1.108571429,1.188571429,1.034285714,1.194285714,1,1.2,0.96,1.188571429,6
060.jpg,0.542372881,0.855932203,0.550847458,0.983050847,0.56779661,1.101694915,0.593220339,1.220338983,0.627118644,1.330508475,0.686440678,1.43220339,0.771186441,1.508474576,0.872881356,1.576271186,1.008474576,1.593220339,1.13559322,1.576271186,1.237288136,1.525423729,1.330508475,1.449152542,1.398305085,1.355932203,1.440677966,1.245762712,1.466101695,1.127118644,1.483050847,1,1.483050847,0.872881356,0.601694915,0.711864407,0.661016949,0.652542373,0.737288136,0.63559322,0.822033898,0.644067797,0.906779661,0.677966102,1.093220339,0.686440678,1.177966102,0.661016949,1.271186441,0.661016949,1.355932203,0.686440678,1.406779661,0.745762712,1,0.788135593,1,0.855932203,1,0.923728814,1,0.991525424,0.915254237,1.093220339,0.957627119,1.101694915,1,1.110169492,1.050847458,1.101694915,1.093220339,1.093220339,0.694915254,0.805084746,0.745762712,0.762711864,0.813559322,0.771186441,0.872881356,0.822033898,0.805084746,0.830508475,0.737288136,0.830508475,1.144067797,0.830508475,1.194915254,0.779661017,1.262711864,0.779661017,1.313559322,0.822033898,1.262711864,0.847457627,1.194915254,0.838983051,0.822033898,1.296610169,0.889830508,1.254237288,0.957627119,1.228813559,1,1.245762712,1.042372881,1.228813559,1.110169492,1.254237288,1.177966102,1.296610169,1.118644068,1.338983051,1.050847458,1.36440678,1.008474576,1.36440678,0.957627119,1.36440678,0.898305085,1.347457627,0.855932203,1.305084746,0.957627119,1.288135593,1,1.288135593,1.042372881,1.288135593,1.152542373,1.296610169,1.050847458,1.296610169,1.008474576,1.296610169,0.957627119,1.296610169,7
061.jpg,0.563492063,0.865079365,0.571428571,0.992063492,0.587301587,1.111111111,0.619047619,1.23015873,0.658730159,1.333333333,0.722222222,1.428571429,0.801587302,1.515873016,0.896825397,1.579365079,1.015873016,1.603174603,1.134920635,1.579365079,1.238095238,1.523809524,1.325396825,1.452380952,1.388888889,1.357142857,1.428571429,1.246031746,1.452380952,1.126984127,1.46031746,1.007936508,1.468253968,0.888888889,0.626984127,0.761904762,0.666666667,0.69047619,0.753968254,0.658730159,0.841269841,0.666666667,0.928571429,0.706349206,1.087301587,0.714285714,1.166666667,0.69047619,1.261904762,0.682539683,1.341269841,0.714285714,1.396825397,0.785714286,1.007936508,0.801587302,1.007936508,0.865079365,1,0.928571429,1,0.992063492,0.912698413,1.079365079,0.96031746,1.087301587,1.007936508,1.095238095,1.047619048,1.087301587,1.095238095,1.079365079,0.714285714,0.825396825,0.76984127,0.793650794,0.833333333,0.793650794,0.888888889,0.841269841,0.825396825,0.849206349,0.761904762,0.849206349,1.126984127,0.849206349,1.182539683,0.80952381,1.246031746,0.80952381,1.301587302,0.841269841,1.253968254,0.865079365,1.182539683,0.857142857,0.857142857,1.285714286,0.904761905,1.23015873,0.968253968,1.198412698,1.007936508,1.206349206,1.03968254,1.198412698,1.103174603,1.23015873,1.166666667,1.293650794,1.103174603,1.341269841,1.047619048,1.365079365,1.007936508,1.373015873,0.96031746,1.365079365,0.904761905,1.341269841,0.888888889,1.285714286,0.968253968,1.238095238,1.007936508,1.238095238,1.047619048,1.238095238,1.126984127,1.285714286,1.047619048,1.30952381,1.007936508,1.30952381,0.968253968,1.301587302,7
062.jpg,0.716981132,0.893081761,0.716981132,0.968553459,0.729559748,1.044025157,0.748427673,1.119496855,0.773584906,1.188679245,0.811320755,1.257861635,0.86163522,1.314465409,0.924528302,1.364779874,1,1.377358491,1.075471698,1.371069182,1.13836478,1.333333333,1.201257862,1.283018868,1.251572327,1.226415094,1.283018868,1.157232704,1.301886792,1.081761006,1.314465409,1,1.314465409,0.911949686,0.761006289,0.830188679,0.786163522,0.786163522,0.842767296,0.773584906,0.899371069,0.779874214,0.955974843,0.805031447,1.050314465,0.811320755,1.106918239,0.79245283,1.169811321,0.79245283,1.226415094,0.805031447,1.257861635,0.855345912,1,0.874213836,1,0.918238994,1,0.955974843,1,1,0.949685535,1.050314465,0.974842767,1.062893082,1,1.06918239,1.031446541,1.062893082,1.062893082,1.056603774,0.817610063,0.880503145,0.849056604,0.849056604,0.893081761,0.855345912,0.93081761,0.893081761,0.893081761,0.899371069,0.849056604,0.893081761,1.081761006,0.899371069,1.119496855,0.867924528,1.163522013,0.867924528,1.194968553,0.893081761,1.163522013,0.911949686,1.119496855,0.905660377,0.905660377,1.176100629,0.937106918,1.150943396,0.974842767,1.132075472,1,1.13836478,1.025157233,1.132075472,1.062893082,1.150943396,1.094339623,1.188679245,1.062893082,1.220125786,1.025157233,1.238993711,1,1.245283019,0.968553459,1.238993711,0.937106918,1.220125786,0.93081761,1.182389937,0.974842767,1.163522013,1,1.169811321,1.025157233,1.163522013,1.075471698,1.188679245,1.025157233,1.194968553,1,1.194968553,0.968553459,1.188679245,7
063.jpg,0.605442177,0.891156463,0.612244898,1,0.632653061,1.102040816,0.659863946,1.204081633,0.700680272,1.292517007,0.755102041,1.380952381,0.823129252,1.448979592,0.911564626,1.510204082,1.013605442,1.523809524,1.115646259,1.503401361,1.204081633,1.448979592,1.278911565,1.380952381,1.333333333,1.292517007,1.37414966,1.204081633,1.394557823,1.095238095,1.401360544,0.993197279,1.401360544,0.891156463,0.653061224,0.775510204,0.693877551,0.707482993,0.761904762,0.673469388,0.843537415,0.673469388,0.918367347,0.707482993,1.068027211,0.714285714,1.136054422,0.680272109,1.217687075,0.680272109,1.285714286,0.707482993,1.326530612,0.768707483,1,0.823129252,1,0.87755102,1,0.931972789,1,0.986394558,0.918367347,1.068027211,0.959183673,1.081632653,1,1.088435374,1.040816327,1.081632653,1.081632653,1.068027211,0.734693878,0.857142857,0.775510204,0.823129252,0.836734694,0.823129252,0.891156463,0.863945578,0.836734694,0.870748299,0.775510204,0.87755102,1.102040816,0.863945578,1.149659864,0.823129252,1.210884354,0.823129252,1.25170068,0.850340136,1.210884354,0.870748299,1.156462585,0.870748299,0.870748299,1.25170068,0.918367347,1.19047619,0.972789116,1.170068027,1,1.176870748,1.040816327,1.170068027,1.088435374,1.197278912,1.136054422,1.244897959,1.095238095,1.292517007,1.047619048,1.31292517,1.006802721,1.319727891,0.965986395,1.319727891,0.918367347,1.299319728,0.897959184,1.244897959,0.972789116,1.210884354,1,1.210884354,1.040816327,1.210884354,1.108843537,1.244897959,1.040816327,1.258503401,1.006802721,1.265306122,0.972789116,1.258503401,7
064.jpg,0.633802817,0.887323944,0.64084507,0.992957746,0.661971831,1.091549296,0.683098592,1.190140845,0.718309859,1.281690141,0.767605634,1.35915493,0.830985915,1.429577465,0.915492958,1.485915493,1.021126761,1.5,1.133802817,1.485915493,1.218309859,1.436619718,1.288732394,1.366197183,1.345070423,1.288732394,1.38028169,1.197183099,1.394366197,1.098591549,1.408450704,0.992957746,1.401408451,0.894366197,0.683098592,0.795774648,0.725352113,0.732394366,0.788732394,0.711267606,0.85915493,0.718309859,0.929577465,0.746478873,1.070422535,0.746478873,1.14084507,0.725352113,1.211267606,0.718309859,1.288732394,0.732394366,1.330985915,0.788732394,1,0.830985915,1,0.88028169,1,0.936619718,1.007042254,0.992957746,0.929577465,1.063380282,0.964788732,1.077464789,1.007042254,1.084507042,1.049295775,1.070422535,1.084507042,1.063380282,0.76056338,0.85915493,0.795774648,0.823943662,0.852112676,0.823943662,0.894366197,0.85915493,0.852112676,0.873239437,0.795774648,0.873239437,1.112676056,0.866197183,1.154929577,0.823943662,1.211267606,0.823943662,1.246478873,0.852112676,1.211267606,0.873239437,1.161971831,0.873239437,0.866197183,1.232394366,0.915492958,1.190140845,0.971830986,1.161971831,1.007042254,1.176056338,1.049295775,1.161971831,1.098591549,1.183098592,1.154929577,1.218309859,1.105633803,1.253521127,1.049295775,1.274647887,1.014084507,1.281690141,0.971830986,1.281690141,0.922535211,1.267605634,0.894366197,1.232394366,0.971830986,1.204225352,1.007042254,1.204225352,1.049295775,1.204225352,1.126760563,1.218309859,1.049295775,1.225352113,1.007042254,1.225352113,0.971830986,1.225352113,7
065.jpg,0.597014925,0.880597015,0.597014925,0.992537313,0.611940299,1.104477612,0.641791045,1.208955224,0.679104478,1.305970149,0.73880597,1.402985075,0.813432836,1.47761194,0.902985075,1.537313433,1.014925373,1.552238806,1.126865672,1.537313433,1.21641791,1.485074627,1.298507463,1.417910448,1.365671642,1.335820896,1.402985075,1.246268657,1.432835821,1.134328358,1.440298507,1.02238806,1.440298507,0.910447761,0.656716418,0.776119403,0.701492537,0.71641791,0.768656716,0.686567164,0.850746269,0.686567164,0.925373134,0.71641791,1.089552239,0.731343284,1.164179104,0.708955224,1.246268657,0.708955224,1.320895522,0.73880597,1.365671642,0.798507463,1.007462687,0.828358209,1.007462687,0.880597015,1.007462687,0.932835821,1.007462687,0.992537313,0.925373134,1.074626866,0.962686567,1.082089552,1.007462687,1.097014925,1.044776119,1.089552239,1.089552239,1.082089552,0.746268657,0.843283582,0.791044776,0.813432836,0.850746269,0.813432836,0.895522388,0.858208955,0.843283582,0.873134328,0.78358209,0.865671642,1.119402985,0.873134328,1.171641791,0.828358209,1.231343284,0.828358209,1.276119403,0.865671642,1.231343284,0.880597015,1.171641791,0.880597015,0.858208955,1.26119403,0.910447761,1.208955224,0.970149254,1.179104478,1.007462687,1.186567164,1.037313433,1.179104478,1.097014925,1.208955224,1.156716418,1.26119403,1.097014925,1.298507463,1.044776119,1.320895522,1.007462687,1.320895522,0.970149254,1.320895522,0.910447761,1.298507463,0.888059701,1.26119403,0.970149254,1.223880597,1.007462687,1.223880597,1.037313433,1.223880597,1.119402985,1.26119403,1.037313433,1.26119403,1.007462687,1.268656716,0.970149254,1.26119403,7
066.jpg,0.584615385,0.846153846,0.592307692,0.961538462,0.607692308,1.069230769,0.630769231,1.184615385,0.669230769,1.284615385,0.730769231,1.376923077,0.8,1.461538462,0.892307692,1.530769231,1.007692308,1.553846154,1.123076923,1.530769231,1.223076923,1.469230769,1.307692308,1.4,1.369230769,1.307692308,1.407692308,1.215384615,1.430769231,1.107692308,1.453846154,0.992307692,1.453846154,0.876923077,0.646153846,0.738461538,0.692307692,0.676923077,0.769230769,0.661538462,0.853846154,0.669230769,0.930769231,0.707692308,1.084615385,0.715384615,1.169230769,0.692307692,1.253846154,0.684615385,1.338461538,0.715384615,1.384615385,0.784615385,1.007692308,0.807692308,1,0.869230769,1,0.930769231,1,0.992307692,0.915384615,1.076923077,0.953846154,1.084615385,1,1.1,1.046153846,1.092307692,1.084615385,1.084615385,0.723076923,0.807692308,0.776923077,0.776923077,0.838461538,0.784615385,0.884615385,0.838461538,0.830769231,0.846153846,0.769230769,0.838461538,1.130769231,0.853846154,1.176923077,0.807692308,1.238461538,0.807692308,1.284615385,0.846153846,1.246153846,0.861538462,1.184615385,0.861538462,0.846153846,1.253846154,0.9,1.215384615,0.953846154,1.192307692,1,1.2,1.038461538,1.192307692,1.1,1.223076923,1.161538462,1.269230769,1.1,1.307692308,1.038461538,1.330769231,1,1.338461538,0.953846154,1.330769231,0.9,1.3,0.876923077,1.261538462,0.953846154,1.246153846,1,1.253846154,1.038461538,1.253846154,1.130769231,1.269230769,1.038461538,1.261538462,1,1.261538462,0.953846154,1.261538462,7
067.jpg,0.710227273,0.926136364,0.710227273,1,0.721590909,1.079545455,0.738636364,1.147727273,0.761363636,1.215909091,0.801136364,1.278409091,0.852272727,1.335227273,0.920454545,1.375,1.005681818,1.386363636,1.085227273,1.375,1.153409091,1.335227273,1.210227273,1.289772727,1.255681818,1.227272727,1.278409091,1.159090909,1.289772727,1.085227273,1.301136364,1.011363636,1.301136364,0.9375,0.75,0.840909091,0.784090909,0.795454545,0.840909091,0.778409091,0.897727273,0.778409091,0.954545455,0.801136364,1.0625,0.806818182,1.113636364,0.789772727,1.170454545,0.784090909,1.221590909,0.801136364,1.25,0.846590909,1.005681818,0.880681818,1.005681818,0.914772727,1.005681818,0.954545455,1.005681818,0.994318182,0.943181818,1.051136364,0.971590909,1.056818182,1,1.0625,1.034090909,1.056818182,1.0625,1.051136364,0.8125,0.903409091,0.846590909,0.875,0.886363636,0.880681818,0.926136364,0.909090909,0.886363636,0.914772727,0.840909091,0.914772727,1.079545455,0.909090909,1.119318182,0.880681818,1.159090909,0.880681818,1.193181818,0.909090909,1.164772727,0.920454545,1.119318182,0.914772727,0.892045455,1.176136364,0.931818182,1.142045455,0.971590909,1.125,1,1.130681818,1.028409091,1.125,1.068181818,1.142045455,1.107954545,1.181818182,1.068181818,1.204545455,1.028409091,1.215909091,1,1.221590909,0.971590909,1.221590909,0.931818182,1.210227273,0.914772727,1.176136364,0.971590909,1.159090909,1,1.159090909,1.022727273,1.159090909,1.085227273,1.176136364,1.028409091,1.176136364,1,1.176136364,0.971590909,1.176136364,7
068.jpg,0.71978022,0.912087912,0.725274725,0.994505495,0.736263736,1.071428571,0.758241758,1.142857143,0.78021978,1.214285714,0.818681319,1.28021978,0.873626374,1.32967033,0.934065934,1.368131868,1.010989011,1.379120879,1.093406593,1.368131868,1.159340659,1.32967033,1.214285714,1.285714286,1.258241758,1.230769231,1.291208791,1.164835165,1.302197802,1.082417582,1.307692308,1.005494505,1.313186813,0.928571429,0.763736264,0.840659341,0.791208791,0.802197802,0.846153846,0.785714286,0.901098901,0.785714286,0.950549451,0.807692308,1.06043956,0.813186813,1.10989011,0.796703297,1.164835165,0.791208791,1.21978022,0.807692308,1.252747253,0.851648352,1.005494505,0.879120879,1.005494505,0.917582418,1.005494505,0.950549451,1.005494505,0.989010989,0.945054945,1.049450549,0.972527473,1.054945055,1.005494505,1.06043956,1.032967033,1.054945055,1.065934066,1.049450549,0.824175824,0.89010989,0.851648352,0.868131868,0.895604396,0.873626374,0.934065934,0.901098901,0.895604396,0.906593407,0.851648352,0.906593407,1.082417582,0.906593407,1.120879121,0.879120879,1.159340659,0.879120879,1.192307692,0.901098901,1.164835165,0.917582418,1.120879121,0.912087912,0.906593407,1.181318681,0.93956044,1.142857143,0.978021978,1.120879121,1.005494505,1.131868132,1.027472527,1.120879121,1.071428571,1.142857143,1.10989011,1.181318681,1.071428571,1.197802198,1.032967033,1.214285714,1.005494505,1.214285714,0.978021978,1.214285714,0.945054945,1.203296703,0.923076923,1.181318681,0.978021978,1.159340659,1.005494505,1.159340659,1.027472527,1.159340659,1.087912088,1.175824176,1.032967033,1.175824176,1.005494505,1.175824176,0.978021978,1.175824176,7
069.jpg,0.707446809,0.888297872,0.712765957,0.968085106,0.728723404,1.037234043,0.744680851,1.106382979,0.765957447,1.170212766,0.808510638,1.228723404,0.861702128,1.276595745,0.925531915,1.308510638,1,1.319148936,1.069148936,1.308510638,1.127659574,1.271276596,1.180851064,1.228723404,1.218085106,1.170212766,1.234042553,1.111702128,1.239361702,1.042553191,1.244680851,0.973404255,1.244680851,0.909574468,0.75,0.840425532,0.787234043,0.79787234,0.840425532,0.787234043,0.893617021,0.792553191,0.946808511,0.819148936,1.04787234,0.824468085,1.095744681,0.808510638,1.143617021,0.803191489,1.186170213,0.813829787,1.218085106,0.845744681,1,0.877659574,1.005319149,0.920212766,1.005319149,0.957446809,1.010638298,1,0.946808511,1.04787234,0.973404255,1.058510638,1.005319149,1.063829787,1.031914894,1.058510638,1.058510638,1.04787234,0.808510638,0.882978723,0.845744681,0.856382979,0.882978723,0.861702128,0.914893617,0.893617021,0.877659574,0.893617021,0.840425532,0.89893617,1.063829787,0.89893617,1.10106383,0.872340426,1.138297872,0.872340426,1.164893617,0.893617021,1.138297872,0.904255319,1.10106383,0.904255319,0.89893617,1.154255319,0.941489362,1.138297872,0.973404255,1.122340426,1,1.127659574,1.026595745,1.122340426,1.063829787,1.138297872,1.095744681,1.154255319,1.063829787,1.175531915,1.031914894,1.191489362,1,1.191489362,0.973404255,1.191489362,0.936170213,1.180851064,0.914893617,1.154255319,0.973404255,1.154255319,1,1.154255319,1.026595745,1.14893617,1.079787234,1.159574468,1.026595745,1.154255319,1,1.159574468,0.973404255,1.154255319,7
070.jpg,0.635,0.835,0.64,0.925,0.655,1.015,0.67,1.095,0.7,1.18,0.75,1.25,0.815,1.31,0.885,1.355,0.97,1.365,1.045,1.35,1.1,1.3,1.15,1.245,1.185,1.18,1.205,1.105,1.22,1.03,1.235,0.96,1.245,0.885,0.71,0.785,0.76,0.755,0.825,0.755,0.88,0.77,0.935,0.8,1.07,0.8,1.12,0.785,1.17,0.78,1.22,0.785,1.245,0.82,1.005,0.86,1.01,0.91,1.01,0.96,1.015,1.015,0.93,1.05,0.965,1.06,1,1.07,1.03,1.06,1.055,1.055,0.775,0.855,0.82,0.845,0.86,0.85,0.895,0.87,0.855,0.875,0.815,0.87,1.08,0.88,1.12,0.865,1.16,0.87,1.19,0.88,1.16,0.895,1.12,0.89,0.855,1.155,0.91,1.14,0.955,1.13,0.985,1.14,1.02,1.135,1.055,1.145,1.09,1.165,1.055,1.2,1.015,1.22,0.98,1.22,0.95,1.22,0.905,1.2,0.875,1.155,0.955,1.15,0.985,1.155,1.02,1.155,1.07,1.165,1.02,1.175,0.985,1.18,0.955,1.175,8
