,target,face_height,chin_width,chin_height,right_Eyebrow_width,right_Eyebrow_height,left_Eyebrow_width,left_Eyebrow_height,nose_width,nose_height,right_Eye_width,right_Eye_height,left_Eye_width,left_Eye_height,mouse_width,mouse_height,eye2eye_dist,Reye2nose_dist,Leye2nose_dist,nose2mouse_dist,Reye2mouse_dist,Leye2mouse_dist
10,2,1.0360360360360361,1.0,0.7747747747747747,0.34234234234234234,0.13513513513513514,0.36936936936936937,0.04504504504504504,0.1981981981981982,0.36036036036036034,0.18018018018018017,0.07207207207207207,0.1891891891891892,0.08108108108108109,0.3783783783783784,0.16216216216216217,0.4579721358510305,0.29600296200253634,0.3157241508375703,0.3101370897988879,0.557658385363888,0.5655113937577237
11,3,1.0439024390243903,1.0,0.7804878048780488,0.32682926829268294,0.08780487804878048,0.3121951219512195,0.03414634146341464,0.18048780487804877,0.33170731707317075,0.18048780487804877,0.04390243902439024,0.18048780487804877,0.05365853658536585,0.43414634146341463,0.2,0.4352754417139757,0.2648976374568336,0.2662747884161607,0.3092311667997107,0.5087814231920873,0.5116092145052832
12,3,1.0413793103448277,1.0,0.8482758620689655,0.3103448275862069,0.05517241379310345,0.3103448275862069,0.034482758620689655,0.1724137931034483,0.3448275862068966,0.1793103448275862,0.06206896551724138,0.1793103448275862,0.06206896551724138,0.36551724137931035,0.18620689655172415,0.42543048228467273,0.2906599976690059,0.2963868382381878,0.3110358420168921,0.5567632427658794,0.5543150372515494
13,3,0.9672131147540983,1.0,0.8114754098360656,0.32786885245901637,0.04918032786885246,0.32786885245901637,0.04918032786885246,0.1885245901639344,0.36065573770491804,0.1885245901639344,0.05737704918032787,0.18032786885245902,0.06557377049180328,0.3770491803278688,0.1721311475409836,0.43852765434811175,0.31087467717347833,0.32678301985779284,0.2791603305126237,0.5552047195400989,0.5555243000106264
14,4,1.0277777777777777,1.0,0.5944444444444444,0.3,0.14444444444444443,0.3333333333333333,0.044444444444444446,0.17222222222222222,0.28888888888888886,0.18888888888888888,0.05555555555555555,0.18888888888888888,0.044444444444444446,0.42777777777777776,0.25,0.466172725073223,0.2628103655076401,0.25422990697949854,0.312344462131041,0.48656971312842934,0.48141589653032735
15,4,1.0166666666666666,1.0,0.725,0.31666666666666665,0.1,0.31666666666666665,0.05,0.19166666666666668,0.3333333333333333,0.20833333333333334,0.058333333333333334,0.2,0.06666666666666667,0.4583333333333333,0.19166666666666668,0.47518709765499506,0.31251502107245827,0.2962651613054199,0.27399363516313807,0.5246932157737627,0.5182062262277776
16,4,1.0083333333333333,1.0,0.7416666666666667,0.3333333333333333,0.08333333333333333,0.31666666666666665,0.05,0.18333333333333332,0.3416666666666667,0.2,0.075,0.2,0.06666666666666667,0.4166666666666667,0.15833333333333333,0.4833448274495365,0.3320578421228155,0.29870125774669604,0.2777168577101737,0.547293865163569,0.5279608052523558
17,4,1.017094017094017,1.0,0.6752136752136753,0.3247863247863248,0.09401709401709402,0.3076923076923077,0.05982905982905983,0.1794871794871795,0.3333333333333333,0.20512820512820512,0.06837606837606838,0.19658119658119658,0.06837606837606838,0.42735042735042733,0.15384615384615385,0.4847932262356389,0.3300444147561403,0.29625795041426184,0.28151475813141114,0.54652255387315,0.5282801512289499
18,5,1.0458015267175573,1.0,0.7633587786259542,0.35877862595419846,0.09923664122137404,0.3282442748091603,0.04580152671755725,0.21374045801526717,0.35877862595419846,0.183206106870229,0.04580152671755725,0.183206106870229,0.061068702290076333,0.366412213740458,0.183206106870229,0.47352862348918545,0.3208686964185545,0.29112976102899535,0.3057404385748903,0.557873460978579,0.5472362028878647
19,5,1.044871794871795,1.0,0.8589743589743589,0.3269230769230769,0.08974358974358974,0.3333333333333333,0.0641025641025641,0.21794871794871795,0.3974358974358974,0.1858974358974359,0.0641025641025641,0.1987179487179487,0.07051282051282051,0.33974358974358976,0.19230769230769232,0.49446974501085295,0.37200000728290683,0.3732717523384841,0.30309710487134683,0.6221548580515789,0.641444450081787
20,5,1.032520325203252,1.0,0.8048780487804879,0.3821138211382114,0.13008130081300814,0.3170731707317073,0.04065040650406504,0.18699186991869918,0.36585365853658536,0.21138211382113822,0.07317073170731707,0.2032520325203252,0.07317073170731707,0.3252032520325203,0.18699186991869918,0.46893618588987007,0.34633447224814506,0.2999092924881494,0.31145063087473723,0.5866091383631978,0.5765218175913948
21,6,0.9452054794520548,1.0,0.815068493150685,0.3493150684931507,0.08904109589041095,0.3767123287671233,0.0273972602739726,0.19863013698630136,0.363013698630137,0.17123287671232876,0.0273972602739726,0.18493150684931506,0.0410958904109589,0.3287671232876712,0.1506849315068493,0.4543709402639108,0.31004711215456376,0.33510796523863917,0.24190305786817923,0.5261948627154119,0.5157886705924997
22,6,0.8405797101449275,1.0,0.7246376811594203,0.35507246376811596,0.08695652173913043,0.35507246376811596,0.028985507246376812,0.2318840579710145,0.34782608695652173,0.18115942028985507,0.021739130434782608,0.17391304347826086,0.028985507246376812,0.3333333333333333,0.13043478260869565,0.4456898770430339,0.3057488266189738,0.30790432165995946,0.1934148484502096,0.467070724796334,0.45569542194358315
23,6,0.8590604026845637,1.0,0.7248322147651006,0.3422818791946309,0.087248322147651,0.3691275167785235,0.026845637583892617,0.19463087248322147,0.3422818791946309,0.174496644295302,0.03355704697986577,0.18120805369127516,0.03355704697986577,0.3221476510067114,0.12080536912751678,0.43537348370927803,0.296532032945329,0.302388347757763,0.21646838988021888,0.4748853470772599,0.4748892464623382
24,7,1.019047619047619,1.0,0.8095238095238095,0.3238095238095238,0.10476190476190476,0.3333333333333333,0.02857142857142857,0.19047619047619047,0.3238095238095238,0.19047619047619047,0.0761904761904762,0.18095238095238095,0.06666666666666667,0.3619047619047619,0.1523809523809524,0.44940418550017336,0.29747187895744215,0.29480805854525066,0.30476785708472953,0.5496789644608692,0.5423592119059369
25,7,0.9803921568627451,1.0,0.8235294117647058,0.3235294117647059,0.0784313725490196,0.35294117647058826,0.0392156862745098,0.21568627450980393,0.3431372549019608,0.16666666666666666,0.049019607843137254,0.17647058823529413,0.049019607843137254,0.39215686274509803,0.11764705882352941,0.4600913762517836,0.3053875099068937,0.2983674460632578,0.2782656244637032,0.5334911018730232,0.5197234425609497
26,7,0.9732142857142857,1.0,0.7589285714285714,0.32142857142857145,0.09821428571428571,0.3392857142857143,0.03571428571428571,0.1875,0.32142857142857145,0.1875,0.05357142857142857,0.17857142857142858,0.05357142857142857,0.375,0.13392857142857142,0.45836464024184514,0.2883915613913836,0.2875168772928737,0.2823761095210525,0.51376334544269,0.5081743270956378
27,7,1.0947368421052632,1.0,0.8947368421052632,0.29473684210526313,0.06315789473684211,0.3684210526315789,0.06315789473684211,0.17894736842105263,0.3684210526315789,0.15789473684210525,0.06315789473684211,0.17894736842105263,0.06315789473684211,0.3157894736842105,0.17894736842105263,0.42456140350877203,0.30122990936303123,0.3157175844098185,0.3636848875680262,0.631397878527907,0.6155082578751202
28,8,0.9847328244274809,1.0,0.8625954198473282,0.3511450381679389,0.061068702290076333,0.3282442748091603,0.05343511450381679,0.1984732824427481,0.3511450381679389,0.1984732824427481,0.05343511450381679,0.19083969465648856,0.04580152671755725,0.3816793893129771,0.12213740458015267,0.5156492787359614,0.35760304400912124,0.3295259550736856,0.28158804501183865,0.5759601424224976,0.5641242033244199
29,8,0.9833333333333333,1.0,0.8,0.3333333333333333,0.08333333333333333,0.31666666666666665,0.03333333333333333,0.20833333333333334,0.325,0.175,0.041666666666666664,0.175,0.041666666666666664,0.45,0.2,0.4894453903383471,0.31770362018361986,0.3012147794584416,0.27020625409691473,0.5267183262580196,0.514730935496197
30,9,0.9789473684210527,1.0,0.8,0.3473684210526316,0.09473684210526316,0.3368421052631579,0.042105263157894736,0.2,0.35789473684210527,0.18947368421052632,0.05263157894736842,0.18947368421052632,0.06315789473684211,0.35789473684210527,0.14736842105263157,0.4693473986392364,0.3258158204246056,0.31392249171195147,0.27720958817188557,0.552257879775458,0.5426129740827871
31,9,1.0978260869565217,1.0,0.8586956521739131,0.29347826086956524,0.09782608695652174,0.30434782608695654,0.05434782608695652,0.22826086956521738,0.3695652173913043,0.17391304347826086,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.44565217391304346,0.22826086956521738,0.4601500627352391,0.3137133960980351,0.31046386185374536,0.28098576203349124,0.5453706485959127,0.5406382620211674
32,9,0.9787234042553191,1.0,0.7340425531914894,0.3404255319148936,0.09574468085106383,0.30851063829787234,0.05319148936170213,0.20212765957446807,0.3404255319148936,0.18085106382978725,0.0425531914893617,0.18085106382978725,0.05319148936170213,0.3723404255319149,0.1702127659574468,0.4539804894425835,0.31653405727666234,0.28748287313150767,0.2946821845819055,0.5494530091144174,0.5371799120729585
33,10,1.02803738317757,1.0,0.7757009345794392,0.35514018691588783,0.09345794392523364,0.35514018691588783,0.04672897196261682,0.17757009345794392,0.35514018691588783,0.18691588785046728,0.06542056074766354,0.18691588785046728,0.06542056074766354,0.34579439252336447,0.205607476635514,0.45482866043613696,0.31741705407996446,0.30912496383615473,0.3276507344406687,0.5880902128963539,0.5892936536390267
34,10,1.0618556701030928,1.0,0.7525773195876289,0.35051546391752575,0.1134020618556701,0.3402061855670103,0.041237113402061855,0.18556701030927836,0.35051546391752575,0.1958762886597938,0.05154639175257732,0.18556701030927836,0.061855670103092786,0.3711340206185567,0.20618556701030927,0.4553451335080501,0.31009353479046237,0.2906397003954688,0.32399317454888055,0.5731118394147177,0.5619997555825582
35,10,1.0618556701030928,1.0,0.8556701030927835,0.36082474226804123,0.08247422680412371,0.32989690721649484,0.041237113402061855,0.18556701030927836,0.38144329896907214,0.20618556701030927,0.07216494845360824,0.18556701030927836,0.07216494845360824,0.36082474226804123,0.14432989690721648,0.458837014745478,0.33389579989664886,0.3251837991461812,0.3037233781732848,0.5882471978411795,0.5856254911668326
36,11,0.9166666666666666,1.0,0.84375,0.34375,0.041666666666666664,0.3541666666666667,0.052083333333333336,0.20833333333333334,0.34375,0.1875,0.0625,0.17708333333333334,0.0625,0.3958333333333333,0.16666666666666666,0.47759416388612436,0.33680576560902514,0.32106639117354807,0.2716501897412797,0.5580483353951928,0.5463265547960381
37,11,0.9504950495049505,1.0,0.8415841584158416,0.33663366336633666,0.04950495049504951,0.3564356435643564,0.039603960396039604,0.18811881188118812,0.31683168316831684,0.1782178217821782,0.06930693069306931,0.18811881188118812,0.0594059405940594,0.36633663366336633,0.16831683168316833,0.46276276355555324,0.3145592168586181,0.3008832857521691,0.2875182500679861,0.5465490025379947,0.5379051993681427
38,11,0.9444444444444444,1.0,0.8333333333333334,0.3111111111111111,0.044444444444444446,0.36666666666666664,0.05555555555555555,0.18888888888888888,0.3333333333333333,0.17777777777777778,0.05555555555555555,0.18888888888888888,0.05555555555555555,0.34444444444444444,0.17777777777777778,0.46124496049306263,0.3023111848230822,0.3234794677400448,0.2925527545546799,0.5530934330463635,0.5545591063801365
39,12,1.0105263157894737,1.0,0.8210526315789474,0.35789473684210527,0.08421052631578947,0.3473684210526316,0.06315789473684211,0.24210526315789474,0.4105263157894737,0.18947368421052632,0.06315789473684211,0.18947368421052632,0.06315789473684211,0.4,0.12631578947368421,0.46667141535639567,0.35913253919016325,0.3499405676332526,0.2796830075762998,0.5920601412306886,0.5960634430941812
40,12,1.074468085106383,1.0,0.8297872340425532,0.3404255319148936,0.09574468085106383,0.3723404255319149,0.07446808510638298,0.2553191489361702,0.425531914893617,0.19148936170212766,0.07446808510638298,0.19148936170212766,0.06382978723404255,0.4148936170212766,0.13829787234042554,0.4805152962728823,0.34739217836422465,0.3676202853209045,0.30505319721460183,0.6114448528757472,0.6252848553615784
41,12,1.13,1.0,0.85,0.35,0.11,0.37,0.1,0.25,0.43,0.19,0.06,0.2,0.06,0.38,0.14,0.47137670710377705,0.3457262395538548,0.36992126706525064,0.30638115231493457,0.6120151141924519,0.6320984891613014
42,13,0.9814814814814815,1.0,0.7407407407407407,0.32407407407407407,0.10185185185185185,0.3425925925925926,0.037037037037037035,0.17592592592592593,0.2777777777777778,0.17592592592592593,0.05555555555555555,0.18518518518518517,0.05555555555555555,0.35185185185185186,0.16666666666666666,0.4460837608440447,0.2605013693981553,0.26939728668258756,0.3007982080982575,0.49778554352285503,0.49538335047030224
43,13,0.84,1.0,0.69,0.33,0.08,0.32,0.04,0.2,0.3,0.19,0.05,0.18,0.05,0.4,0.11,0.44355433088229956,0.284129714117416,0.27688450259589775,0.2262515807188488,0.4595820867314614,0.45168711515826954
44,13,0.9813084112149533,1.0,0.6822429906542056,0.34579439252336447,0.12149532710280374,0.3364485981308411,0.056074766355140186,0.17757009345794392,0.29906542056074764,0.19626168224299065,0.056074766355140186,0.18691588785046728,0.056074766355140186,0.32710280373831774,0.19626168224299065,0.46101972130467256,0.28043607727953984,0.2668507581766757,0.3006177845826856,0.5051523144971236,0.5024651239480746
45,14,0.9831932773109243,1.0,0.8235294117647058,0.3445378151260504,0.058823529411764705,0.3277310924369748,0.04201680672268908,0.17647058823529413,0.3277310924369748,0.21008403361344538,0.08403361344537816,0.19327731092436976,0.08403361344537816,0.37815126050420167,0.21008403361344538,0.4888215221867849,0.3267458284327068,0.33255222452348093,0.29362282286378627,0.5706807390270644,0.5689877913328297
46,14,0.9137931034482759,1.0,0.6120689655172413,0.33620689655172414,0.09482758620689655,0.3103448275862069,0.034482758620689655,0.1896551724137931,0.29310344827586204,0.19827586206896552,0.07758620689655173,0.19827586206896552,0.07758620689655173,0.39655172413793105,0.19827586206896552,0.46280107267693404,0.2847543274662569,0.27657556264427735,0.27673807935131894,0.4906953127408408,0.49541971660449236
47,14,0.9210526315789473,1.0,0.743421052631579,0.34210526315789475,0.05921052631578947,0.3355263157894737,0.02631578947368421,0.19078947368421054,0.3157894736842105,0.19078947368421054,0.07236842105263158,0.19736842105263158,0.07894736842105263,0.3815789473684211,0.18421052631578946,0.4717555358724969,0.3061333428181823,0.30403090791971565,0.27967611283688404,0.5267699292519572,0.5305477928404211
48,15,0.8888888888888888,1.0,0.8461538461538461,0.3333333333333333,0.05128205128205128,0.3162393162393162,0.05128205128205128,0.24786324786324787,0.3418803418803419,0.15384615384615385,0.017094017094017096,0.1623931623931624,0.017094017094017096,0.48717948717948717,0.2222222222222222,0.42877833620665756,0.3201887708008092,0.3211424998931188,0.21499604951714818,0.4991411727899275,0.5039745319083755
49,15,1.0087719298245614,1.0,0.8157894736842105,0.32456140350877194,0.08771929824561403,0.3508771929824561,0.05263157894736842,0.20175438596491227,0.35964912280701755,0.18421052631578946,0.06140350877192982,0.17543859649122806,0.06140350877192982,0.2894736842105263,0.14912280701754385,0.44924509863448175,0.31610496718150194,0.33648099744074533,0.2933502676071473,0.5749546293637006,0.5752469757736164
50,16,1.0714285714285714,1.0,0.8928571428571429,0.35714285714285715,0.08928571428571429,0.3125,0.05357142857142857,0.21428571428571427,0.4107142857142857,0.19642857142857142,0.08035714285714286,0.19642857142857142,0.07142857142857142,0.32142857142857145,0.15178571428571427,0.4793296824153962,0.3785288496312913,0.34350873600177634,0.32483132758080047,0.6519732960123076,0.6303715458806887
51,17,0.9764705882352941,1.0,0.7764705882352941,0.3764705882352941,0.09411764705882353,0.3058823529411765,0.058823529411764705,0.21176470588235294,0.3411764705882353,0.18823529411764706,0.03529411764705882,0.17647058823529413,0.03529411764705882,0.36470588235294116,0.17647058823529413,0.4647058823529412,0.3224254105548107,0.29019948071078655,0.2815981442494212,0.5337939547795286,0.5327687683729531
52,18,0.9519230769230769,1.0,0.7692307692307693,0.3557692307692308,0.07692307692307693,0.375,0.038461538461538464,0.19230769230769232,0.34615384615384615,0.17307692307692307,0.0673076923076923,0.17307692307692307,0.057692307692307696,0.3076923076923077,0.16346153846153846,0.4569291067330704,0.30749326870609084,0.31595803069942935,0.2858548196973385,0.538906876661162,0.5566332875257486
53,19,0.9278350515463918,1.0,0.8969072164948454,0.36082474226804123,0.030927835051546393,0.3402061855670103,0.07216494845360824,0.21649484536082475,0.3917525773195876,0.20618556701030927,0.07216494845360824,0.1958762886597938,0.061855670103092786,0.38144329896907214,0.1134020618556701,0.4659278068550336,0.37107436559189005,0.36309676801059326,0.25697168793559283,0.5863221992879657,0.5905878206116513
54,20,0.9225352112676056,1.0,0.7394366197183099,0.31690140845070425,0.07042253521126761,0.352112676056338,0.07042253521126761,0.21830985915492956,0.352112676056338,0.176056338028169,0.035211267605633804,0.176056338028169,0.028169014084507043,0.3591549295774648,0.09859154929577464,0.4325526795968543,0.2971935134790465,0.32703936952601964,0.23883352968137958,0.5051000120508126,0.5177440650375155
55,20,1.0294117647058822,1.0,0.7573529411764706,0.3161764705882353,0.11029411764705882,0.33088235294117646,0.03676470588235294,0.21323529411764705,0.3235294117647059,0.17647058823529413,0.029411764705882353,0.17647058823529413,0.029411764705882353,0.4485294117647059,0.19117647058823528,0.4718228927044226,0.27334191927940077,0.3047128417287636,0.2696702345675684,0.48672931594391466,0.50585910728056
56,0,1.0,1.0,0.8802816901408451,0.3591549295774648,0.07746478873239436,0.31690140845070425,0.02112676056338028,0.2112676056338028,0.352112676056338,0.19718309859154928,0.04929577464788732,0.18309859154929578,0.056338028169014086,0.34507042253521125,0.14084507042253522,0.48968177060313334,0.33938785372330244,0.33136796200718116,0.28988134504914,0.5707785578234503,0.576607595495153
57,0,1.0866141732283465,1.0,0.84251968503937,0.3700787401574803,0.11811023622047244,0.3937007874015748,0.03937007874015748,0.2125984251968504,0.3700787401574803,0.1889763779527559,0.06299212598425197,0.1889763779527559,0.06299212598425197,0.3937007874015748,0.18110236220472442,0.4726088940321938,0.32548995568942896,0.33061798395900965,0.3400497903164521,0.6196593729711772,0.6094415422282456
